jdtdb,calendar,x,y,z,lt,rg,rr
2458876.500000000,A.D. 2020-Jan-28 00:00:00.0000,5.378167910292233E+07,-7.173197474024275E+06,-5.519807495063203E+06,1.819191434232781E+02,5.453798716411907E+07,-1.002595705698669E+01
2458877.500000000,A.D. 2020-Jan-29 00:00:00.0000,5.335728613034000E+07,-2.795251889218134E+06,-5.123134626295642E+06,1.790422153217405E+02,5.367550581706984E+07,-9.927698391567306E+00
2458878.500000000,A.D. 2020-Jan-30 00:00:00.0000,5.259121145928296E+07,1.600370589731314E+06,-4.693673175338500E+06,1.762035489365998E+02,5.282449504402655E+07,-9.759508153554744E+00
2458879.500000000,A.D. 2020-Jan-31 00:00:00.0000,5.147185994253570E+07,5.985005777554600E+06,-4.232701744965316E+06,1.734240896376013E+02,5.199123410886883E+07,-9.515937829824956E+00
2458880.500000000,A.D. 2020-Feb-01 00:00:00.0000,4.998990300343893E+07,1.032722674982246E+07,-3.741932617424716E+06,1.707263051250379E+02,5.118245865869310E+07,-9.191914671161873E+00
2458881.500000000,A.D. 2020-Feb-02 00:00:00.0000,4.813887006375982E+07,1.459293551333454E+07,-3.223558518190011E+06,1.681340371197786E+02,5.040531626160168E+07,-8.783028655015540E+00
2458882.500000000,A.D. 2020-Feb-03 00:00:00.0000,4.591578659171601E+07,1.874557928298616E+07,-2.680293474240633E+06,1.656722625543072E+02,4.966729481357712E+07,-8.285872526428319E+00
2458883.500000000,A.D. 2020-Feb-04 00:00:00.0000,4.332183395265552E+07,2.274651763518248E+07,-2.115403343593318E+06,1.633667502675786E+02,4.897611961818954E+07,-7.698424385784747E+00
2458884.500000000,A.D. 2020-Feb-05 00:00:00.0000,4.036299493967595E+07,2.655556265411796E+07,-1.532720895136733E+06,1.612436036535933E+02,4.833961627608850E+07,-7.020452154530326E+00
2458885.500000000,A.D. 2020-Feb-06 00:00:00.0000,3.705063744554641E+07,3.013170535187837E+07,-9.366399925598409E+05,1.593286873201578E+02,4.776553880162354E+07,-6.253907686489984E+00
2458886.500000000,A.D. 2020-Feb-07 00:00:00.0000,3.340197918280435E+07,3.343402744640099E+07,-3.320837197781652E+05,1.576469467478532E+02,4.726136566173401E+07,-5.403267164978664E+00
2458887.500000000,A.D. 2020-Feb-08 00:00:00.0000,2.944037124317230E+07,3.642277822552728E+07,2.755576023736168E+05,1.562216436856681E+02,4.683407055332662E+07,-4.475766572754203E+00
2458888.500000000,A.D. 2020-Feb-09 00:00:00.0000,2.519534038027817E+07,3.906057323495143E+07,8.805204877639618E+05,1.550735451496808E+02,4.648987927119677E+07,-3.481479849191508E+00
2458889.500000000,A.D. 2020-Feb-10 00:00:00.0000,2.070234143407482E+07,4.131364797228988E+07,1.476793441521697E+06,1.542201180158143E+02,4.623402825301106E+07,-2.433195910523498E+00
2458890.500000000,A.D. 2020-Feb-11 00:00:00.0000,1.600219306592700E+07,4.315308003988648E+07,2.058268590644026E+06,1.536747912547840E+02,4.607054340290857E+07,-1.346070396330668E+00
